key,value
slavers,1
DA2 cast appearances,1
Joline Cousland,1
Original Female Surana Warden-Commander,1
male cousland (mentioned),1
Solas/Pride,1
(although his role is pretty passive),1
Emiel Regis Rohellec Terzieff-Godefroy,1
Ava Skywalker,1
a little dialogue from everyone else,1
Lylla Tabris,1
Heshtah Adaar,1
alistair wynne oghren leliana duncan & shianni in supporting roles,1
tallis (mentioned),1
the whole gang will probably turn up,1
cameos by the campfire crew,1
mentions of rinna,1
Mage!Fenris - Character,1
Filavandrel Lavellan (mentioned),1
Sophia Amell,1
They're all present enough to mention but aren't super important,1
Uriel Septim,1
Ashkaari,1
Arl Teagan,1
Blackwall|Thom Rainier,1
Future Warden Surana,1
child Surana,1
Trev the Queen,1
Elisabet Trevelyan (minor),1
With a cameo of Merrill and a mention of Fenris,1
movak,1
Misc Inner Circle Members,1
Hero of Fereldan mention,1
Farele Lavellan,1
Vague mention of the Inquisitor,1
ghilani Levallan,1
Male Trevelyan (non-Inquisitor),1
Mr. House,1
Courier 6,1
Female Courier 6,1
Various Characters (Dragon Age),1
Shea Cadash,1
Sena Cadash,1
Ivy Amell,1
"Isobel ""Trev the Queen"" Trevelyan",1
Spirit of razekial,1
Andrul,1
Dumant,1
Others addeded,1
Old Barlin (Dragon Age),1
Alex Trevelyan,1
Enuvaris,1
luka poll,1
Saira Trevelyan,1
Duncan Theirin(OC),1
Deaglan Lavellan,1
Aine Tabris,1
Maxfield Amell,1
The Arishok (Dragon Age),1
Nara Cadash (OC - Aria's mother),1
Sena Cadash (OC - Aria's sister),1
Shea Cadash (OC - Aria's sibling),1
Ivy Amell (OC),1
Most of the DA:I Peeps,1
mentions of other characters,1
Syl'vhen Lavellan,1
Panowen Lavellan,1
Male Lavellan (mentioned),1
Nonbinary Trevelyan (Dragon Age),1
Warden Alistair (mentioned),1
Garrett Hawke (implied),1
mentions of all canon characters at some point,1
Phaedra Amladaris,1
trans male tabris,1
the latter two are minor and the rest of the companions appear but not enough for tagging,1
Sienna Hawke,1
Aria Hawke,1
Disciples of Andraste,1
Roman Reigns,1
Velmina Hawke,1
Bodan,1
Mention of Sandal,1
Damian the Mabari,1
Wynne for a few seconds and mentions of Tamlen and Cailan but not enough to tag,1
Darienne,1
Aelwen Lavellan,1
Mentions of male surana and amell,1
Isalath,1
Ellie Sergeant,1
Tal'ren,1
Ethin,1
Min Lavellan - Character,1
Non-warden Alistair,1
lots of original ocs,1
aka the skyhold populace will be named and developed,1
more tags will be added as the story continues - Character,1
Bonny Sims (Dragon Age),1
Random Guard #3,1
some dogs - Character,1
Aislinn Holt,1
Míriel Surana,1
Crista Tabris,1
Bral Brosca,1
Benjamin Cousland,1
Woofred,1
Barktholomew,1
Mamae Lavellan,1
Rusca Lavellan,1
Valstroth Lavellan,1
Ga'laven Bothelg,1
halen lathvhen,1
ashiris lathvhen,1
theras lathvhen,1
saharni lathvhen,1
Trans anders - Character,1
Eliel Lavellan,1
Paix Trevelyan,1
Warryn Trevelyan,1
Okami Lavellan,1
Eleniel Lavellan,1
Lyanna Trevelyan,1
Ori (Mabari),1
Goddard Trevelyan,1
FtM! Warden,1
FtM! Tabris,1
Harold Saxon,1
Bannon,1
Alyssa Mahariel,1
other canon characters present,1
Original Mage Lavellan,1
Dragon age inqusition - Character,1
hyacinth aeducan,1
Chance Trevelyan,1
Luck Trevelyan,1
update as i go - Character,1
Female Cousland (mention),1
mabari hound OC,1
quartermaster - Character,1
the Cook,1
stablehands,1
and the real star: a cat,1
many many characters,1
Elgarn'an,1
Faeth Trevelyan,1
Queen Ava Cousland/Theirin,1
Maya Hawke,1
Elithera Tabris,1
Etienne Trevelyan,1
male coulsand,1
cameos from the skyhold squad,1
character tags will be updated as i work out who's gonna be in it,1
Warden-Commander Aeducan,1
Csoru Drazharan,1
Male Avvar,1
Female Avvar,1
Caitlin Hawke,1
Kerran (Dragon Age),1
others too but they're kinda just mentioned,1
Amelia Trevelyan (Inquisitor),1
General Samson - Character,1
Anxiety - Character,1
kaie lavellan,1
The rest of them.. at some point,1
not as a character but most of the fic centers around the discussion of the god so...,1
solas cassandra varric blackwall vivienne and sera all have like. two lines each.,1
Cadash clan,1
Aides,1
Bann Andrew Trevelyan,1
briefly Anders and Oghren but this isn't about them. it's about Nate and Tabris.,1
Malrium Hawke,1
Mentions of the Hawke family,1
seeker pentaghast,1
Knight-commander Meredith (mention),1
Viscount Hawke,1
Female Trevelyan - mentioned,1
Messere Purrfect,1
Atair,1
Ratman - Character,1
Gregorovitch (Harry Potter),1
Otto the Blind,1
Nara (Rooster82's Mahariel warden),1
Lucian (Mage Warden),1
Freya (Mage warden),1
Serena (Noble Warden),1
Rogue (Mabari),1
Vauriel (Alanna's wolf companion),1
Sydriel (Alanna's wolf companion),1
Alanna (Dalish Warden),1
Random Bear,1
Ariris Lavellan,1
Will add as they come up,1
Friend's Original chacter,1
Elianwy Lavellan (OFC),1
Annnnd basically every other DA character,1
Male Lavellan OC,1
Octavia Trevelyan,1
Adaar's family,1
Mahariel (mentioned),1
Adrian Trevelyan,1
Feanor of Denerim,1
the couslands. loghain. howe. eamon. cailan. and duncan are mentioned but not actually in it,1
June (allegedly),1
Asuna,1
Zirael,1
Gaelban,1
Telahmis,1
Valyren,1
Dirtamen,1
Gahel,1
Neros,1
Lanari,1
Kaitlyn Hawke,1
Beans Hawke,1
Pilgrims - Character,1
Kyne Lavellan,1
Akinlana Lavellan,1
Aviana (male!oc),1
Elhael (male!oc),1
Ninimel,1
Warden Ninimel,1
Trans Female Amell,1
Trans Warden - Character,1
Andrew,1
Chrissy,1
Garalen,1
Haninan - Character,1
Talan Ash,1
dragon age inquisition supporting cast,1
Hux (Star Wars),1
Cassandra (Dragon Age),1
Lucia (Elder Scrolls),1
Seekers of Truth - Character,1
NB Tabris - Character,1
Lucius Corin (mentioned),1
Martel (mentioned),1
Byron (mentioned),1
OC - Cullen's daughter Mia,1
Eragon Shadeslayer,1
Blood - Character,1
Burns - Character,1
Shiari Lavellan,1
James Trevelyan,1
Interrupting Jimm,1
Scout Jimm,1
Original minor oc's,1
Random Dickwad Templar,1
Mentions of Dog,1
Elayrah Brosca,1
Original Lavellan-Cullen Child(ren),1
Original Cat,1
Pounce (mentioned),1
OC (Future Inquistor),1
Multiple OC,1
Solas / Fen'harel (mentioned),1
possible others - Character,1
Demons and Spirits - Character,1
Will add everyone as they appear,1
Mel Cousland,1
Everyone is an oc - Character,1
possibly very rare cameos from canon characters,1
basically all of them at one point,1
Fenris' Tentacles,1
Original Rutherford Character(s),1
all the squad,1
Random trinket seller,1
Rhasa Lavellan,1
Warrior Warden - Character,1
Mostly everyone will be mentioned,1
Scanlan,1
Hawke (Dragon Age 2),1
OC daughter,1
OC Son,1
Rees Amell,1
Like All the DAI crew,1
And the DA2 one,1
People of Kirkwall,1
Templars at the Gallows,1
Little Boy,1
Child!Lavellan,1
Mischief - Character,1
a mabari named Hector,1
Cullen's Mabari - Character,1
Nori Hawke,1
Nyah Lavellan,1
pretty much everyone - Character,1
Briony (OC),1
Kitchenmaid OC,1
Fabien (OC),1
Lille (OC),1
Servants (mentioned),1
any type of warden,1
Keeper Ilshae,1
Cullen Rutherford - mentioned,1
and friends/others,1
OC charater,1
oc inquistor,1
Implied Female Lavellan,1
Implied Solas/Fen'harel,1
Olivia (Dragon Age),1
Rashan Hawke,1
Vincento (Dragon Age),1
Neave Cadash,1
OC: Allia,1
Basically expect cameos from nearly everyone at some point,1
Pavus - Character,1
mentions of Goldanna,1
Huan the Mabari,1
Aria Tabris,1
Varenan Lavellan,1
Alexander Beastram,1
Other Spirits (Minor roles),1
Isil Lavellan,1
Cinder Lavellan,1
Vaelen Lavellan,1
Ander,1
Jim the Skyhold Sex Machine (background),1
Alessia the Cat,1
she's mentioned lol,1
Default Hawke - Character,1
Fen'Harel's Agents,1
Roslyn Lavellan,1
Anders - Mentioned,1
Nathaniel Howe - Mentioned,1
Oghren - Mentioned,1
Jean Esmeral,1
Marc Cireron,1
Random pissy nobles,1
mentions of Dorian Pavus,1
Tranquil Female Mage Treveylan,1
Original Child Characters - Character,1
The Lucerni Party,1
soli - Character,1
The F Word - Character,1
Jai Lavellan,1
The usual gang :p,1
Matchmaker (Dragon Age),1
Iron Bull (mention),1
Other Dragon Age characters may/will make guest appearances,1
Female Trevelyan's Brother,1
Warden-Constable Gordon Blackwall,1
Warden-Commander Alisse Fontaine,1
Grog - Character,1
Trinket,1
most of these are minor appearances,1
Yuri Lowell,1
Flynn Scifo,1
Judith (Tales of Vesperia),1
Sodia,1
Raven (Tales of Vesperia),1
Estellise Sidos Heurassein,1
Duke Pantarei,1
Rita Mordio,1
Patty Fleur,1
Witcher,1
Shadow Lavellan,1
Some random healer midwife,1
"Cremisius ""Krem"" Aclassi - mentioned",1
Grifyn Trevelyan,1
Satine Kryze,1
Post Inquisition Female Levellan,1
Tamrial,1
Fen'len Levellan,1
Dragon Age II Companion Cameos,1
Mother Giselle but only a line,1
Other characters of Inquisition mentioned,1
Linwe Tabris,1
Asteria,1
Orion - Character,1
Non-Canon Trevelyan,1
Others? - Character,1
mage inquisition (dragon age),1
sorta?? - Character,1
Spirit(s) of Purpose (Dragon Age),1
Spirit(s) of Change (Dragon Age),1
Soren Lavellan,1
Hero Lavellan,1
Bofei Cadash,1
Jhurras Lavellan,1
Warden Commander Amell (mentioned),1
Shanriel Lavellan,1
imagine your own Inquisitor!,1
Cullen Rutherford Solana amell,1
Lavellan's Father,1
A very empathic plant,1
First Enchanter Fiona,1
Non-canon female Lavellan,1
the usual crew,1
spirit guardian,1
Inquisiton members,1
Pretty much everyone at some point tbh,1
Inquisitor Warden,1
fhawke,1
rivalhawke,1
Irene (mentioned),1
Ποσειδων | Poseidon (Hellenistic Religion & Lore),1
Judgmental bandits,1
Blackwall (offstage),1
Jorah Surana,1
Ser Garevel,1
Laika Hawke,1
Avaar - Character,1
Young Fenris - Character,1
Young Fenris/Leto,1
Nyla Lavellan,1
Female Rogue & Mage Inquisitor,1
Gwen Stacy,1
Dorian Parvus,1
ro trevelyan,1
sloan ruthford,1
Hayden Adaar,1
Everyone else too,1
Tarasyl'inan Mahariel the Harellan,1
The Dragonborn,1
Pretty Much Everyone Basically,1
and mentions of,1
Lord Jean-Esmeral,1
Dragon Age Horse,1
Leliana's Scouts,1
F!Cadash,1
Gregore,1
Tulen (OC),1
Jacinta (OC) - Character,1
Annabeth Rosemund,1
Castrel Trevelyan,1
more character tags to be added,1
Tamlen (Dirthara) Sentinel,1
Thoren Sentinel,1
Anabelle Hawke,1
Finnegan Trevelyan,1
Victoria,1
callistus,1
Spartos Leoxses,1
Sharrkan (Magi),1
Masrur (Magi),1
Yamuraiha | Yamraiha,1
Pisti (Magi),1
Drakon (Magi),1
Hinahoho (Magi),1
Darius Leoxses,1
more as i go since i'm making it up as i write,1
Gereon Alexius' Father,1
Slave,1
Cullen Rutherford is breaking up parties!,1
Alvira Lavellan,1
Aubrey Hawke,1
Isolde Guerrin (mention only),1
Eamon Guerrin (mention only),1
Connor Guerrin (mention only),1
Alistair Theirin (mention only),1
Old Nan,1
all of Krem's family in fact,1
Hades!Fenris,1
Persephone!Hawke,1
Aella Tabris,1
Fleetwood Hawke,1
evil Cousland,1
Fiana Trevelyan,1
Prussia (Hetalia: Axis Powers),1
Russia (Hetalia: Axis Powers),1
Noh-Varr,1
Cassie Lang,1
Eli Bradley,1
Nate Richards,1
Jason Todd,1
m!Adaar,1
Karl Thekla (Dragon Age),1
Cullen Rutherford's mother,1
random nervous scout,1
and it could also be,1
I become queen even if I have to cheat my way on the throne!,1
Kimber Cousland,1
Background - Arl Eamon,1
Others I've likely forgotten,1
Tarrie Mahariel,1
Kiana Trevelyan,1
Charlotte Margaret Cousland,1
genderless hawke - Character,1
sebastien vael,1
Everyone in New Zealand,1
Not really but that tag tho,1
Original Kid Elf Inquisitor,1
Daniel Trevelyan,1
Mention of Anders/Other,1
Kar Trevelyan,1
literally any female inquisitor,1
Warden-Zevran Child,1
Oghren-Felsi Child,1
Alistair - mentioned,1
Zevran - mentioned,1
Dragon Age Gang,1
Witches of Crookback Bog,1
Anonymous Narrator - Character,1
Aragorn I,1
Mihris,1
The whole gang man,1
non binary hawke,1
Other Mages,1
Inquisitor of Any Gender,1
Maiera Lavellan,1
mention of Krem,1
Mention of the Chargers,1
Soldiers - Character,1
Lethanavir,1
Eolaselan,1
Halmael,1
Hareas,1
Falherna,1
Basically the entire fucking cast of Dragon Age Inquisition and THEN some okay?,1
Various OC Wardens,1
Sybill Tevelyan,1
lots of them,1
bless her i can't remember her name,1
Helisma (Dragon Age),1
Female Cullen Rutherford,1
Jerk!Trevelyan,1
Lidon Marahriel,1
Evie(Evelin) Rutherford,1
basically the whole squad,1
Quinn Trevelyan,1
Inarleth Lavellan,1
Draíocht Lavellan,1
Nishikino Maki,1
Yazawa Nico,1
Fenris & Hawke's kid,1
Ser Robert Chapuis,1
The Crows (Dragon Age) - Character,1
appearance by Isabela,1
appearance by Leliana,1
appearance by Zevran,1
appearance by Taliesen,1
Fem Inquisitor,1
Tamlen (Lavellan),1
inqusition companions,1
artificial intelligence - Character,1
Amell's son (the Child of an Old God),1
V'kass Valyn el-Lord Hernalth,1
Male Child of an Old God,1
King Alistair's daughter,1
Samuel Vimes,1
NFC,1
Inquisition Crew,1
FenHawke - Character,1
Reader's Lavellan I suppose,1
Appearance by Alfstanna,1
Appearance by Fergus,1
Mention of Dairren,1
Mention of Jasper (Dog),1
Appearance by Oswyn,1
Cain Hawke,1
OC - Mordred (Mahonan) Tel'hasal,1
First Encahnter,1
Circle Mages - Character,1
Be'renan,1
Safrian Cardis,1
Tulok Trevelyan,1
Bridger Lavellan,1
Arabella Lavellan,1
Iona (Elder Scrolls),1
Vorstag,1
Vashothari,1
Schmooples OC,1
Others appear very briefly or are mentioned,1
Pirras Lavellan,1
Thaddeus Gigantus Crumbum the Third,1
Laurana Kanan,1
Mia Rutherford ( Mentioned ),1
non inquisitor lavellan - Character,1
most if the inquisition cast,1
also some from origins and 2,1
Armel Trevelyan,1
Anders Trevelyan,1
Jeremy Jones,1
Mama Pavus,1
Kate Daniels,1
Curran Lennart,1
Derek Gaunt,1
Julie Olsen,1
George Doolittle,1
briefly Cullen Rutherford,1
And Cassandra Pentaghast,1
Varas Lavellan,1
Jowan (mention),1
some poor marquise unaware of the trio of bae's,1
Various OCs in passing,1
Keanan Lavellan,1
mention others,1
miscellaneous demons,1
Tala Lavellan,1
Female Inquisitor named Virren,1
Grey Warden's Mabari,1
Maeveris Tialini,1
But it's super vauge,1
Ivran Lavellan,1
Elven Agent,1
the usual crew lol,1
Yuuki (Warrior of Light),1
Livi Trevelyan,1
and of course Dog,1
Charlotte Cadash,1
Firic Cadash,1
Dirty Shanks,1
Alphonse Allen Trevelyan,1
Many - Character,1
ga'laven,1
clan lathvhen,1
Nonbinary Human,1
Shippou (InuYasha),1
Fira Cousland,1
Mubari Hound,1
Kurtis Trent,1
Rouge lavellan,1
Drenn Trevelyan,1
Other people's Inquisitors,1
Aramis Trevelyan,1
and everyone else...,1
Bethy Hawke (OC),1
Razkiale,1
Any of the characters in the Dragon Age series,1
Yuuki,1
Jules Yarwood,1
Kani Lavellan,1
Fisher,1
Oswin (Dragon Age),1
Caine Wise,1
Balem Abrasax,1
Titus Abrasax,1
Kalique Abrasax,1
Kiza Apini,1
Stinger Apini,1
Ian Boothby,1
"Agent ""Galaga"" (Avengers)",1
Ylva Svarahsdotten,1
smoll children,1
cranky babies,1
Dilwyn,1
Jonaley,1
and Dog,1
always Dog,1
Ser Tin Can,1
just kidding his name is Rory,1
well Ser Roland actually,1
just Tin Can is okay,1
Adina Arvale,1
Murci,1
Saar Talan,1
Harold,1
Warden Andras,1
Ranger Mahariel,1
Multiple Inquisitors - Character,1
Multiple Hawkes - Character,1
Kitten Arainai,1
Jubilation Trevelyan,1
Hellen Amber Cross (OC),1
A spider,1
F!Mage!Trevelyan,1
Some Magister,1
Divine Justina,1
Fluff - Character,1
Silvana Lavellan,1
Adremen Treveyan,1
Florian (Dragon Age),1
Franken!Papa!Solas,1
Additional Cameos - Character,1
Amodisia,1
Lord Dace,1
Varric Tethras (Dragon Age) - Character,1
Leon Rutherford,1
Kayleigh Lavellan,1
Carth Onasi,1
Núria,1
Micah (Dragon Age),1
miguel niades,1
Mamae!Lavellan,1
Mother!Lavellan,1
Sweet Baby Daughter,1
Halani Lavellan (OC),1
She's pretty ambiguous though...,1
Feynite... she's not in the story... But I wanted her name front and center a few times.,1
Shimada Makoto,1
Asheani Lavellan,1
Maggie,1
Gia - Character,1
Percival the Nug,1
Max (Kaimelara),1
Azrael (Kaimelara),1
Lois Lane,1
Koopa | Bowser,1
Suyin Beifong,1
Serena Hawke/Sebastian Vael,1
Original Inquisitor - Character,1
Nehn'an Ara,1
Other characters but they're minor,1
Tubbs,1
Xerxes IX,1
most of the inner circle get brief appearances but those three have the most speaking lines,1
Everyone else mentioned,1
Fernis,1
other DA2 characters (mostly mentioned),1
Rose Lalonde,1
Kanaya Maryam,1
John Egbert,1
Vriska Serket,1
Terezi Pyrope,1
Karkat Vantas,1
Betty (Adventure Time),1
Huntress Wizard,1
Jake the Dog,1
Lady Rainicorn,1
Connie Maheswaran,1
Ruby (Steven Universe),1
Sapphire (Steven Universe),1
Krieg (Borderlands),1
Mettaton (Undertale),1
Emiya Shirou,1
Arturia Pendragon | Saber,1
Akemi Homura,1
Kaname Madoka,1
Martin Guitierrez (Jurassic Park),1
Alan Grant (Jurassic Park),1
Faceless NPCs,1
Nameless NPCs,1
Requisitions Officer,1
A Gurn,1
A Varghest,1
Valor,1
Male Grey Warden,1
Erin Trevelyan,1
Myranda Lavellan,1
Marek Adaar,1
Asaan Hissera,1
Dart Feld,1
Shana (Legend of Dragoon),1
Templar!Cullen - Character,1
Karolina Trevelyan,1
Merrill (brief),1
Aveline Hendyr (mentioned),1
Nuven Lavellan,1
Aris Lavellan,1
Momo Lavellan,1
many many lavellans,1
Malik Adaar,1
Cam Lavellan,1
Female Hawke - Mentioned,1
Adaline Rutherford,1
lots of characters ok?,1
Professor Utonium,1
Electra Surana,1
More Dogs!,1
Ashiwyn Lavellan,1
Enchanter Vivienne,1
Trevelyn Family,1
Mother Hevara,1
Mentions of Garrett Hawke,1
The Randy Dowager - Character,1
Original Red Templar Character,1
Vivienne (Dragon Age) Mentioned,1
Original Male Lavellan,1
Too many NPCs,1
Ellaneya,1
Original Solas Children,1
OMC - Original Male Character,1
Durren,1
Clara,1
Viralas,1
Female Human,1
male elf,1
A whole lot of random animals,1
that elf girl who ran away when she saw the inquisitor woke up at haven,1
Alek | Darth Malak,1
Meetra Surik,1
The Jedi Exile,1
Robert Frobisher,1
Rufus Sixsmith,1
Most of the DA2 CREW,1
yeah really,1
anyone can show up at this point,1
Sataa Adaar,1
Hissrad| The Iron Bull,1
Non-Lavellan Elven Inquisitor,1
more will come,1
Original Characters (Dragon Age),1
Kujikawa Rise,1
Izanami (Persona 4),1
Jeanne (Bayonetta),1
Tamiel (Star Ocean: The Last Hope),1
Shadow Characters,1
Velvet | Panne,1
Chambray | Yarne,1
Female Marc | Morgan - Character,1
leo lavellan,1
Cahiral Lavellan,1
Ferdinand Genitivi,1
Hawke (deceased),1
Ser Rylen,1
Avelilne,1
Na'di Lavellan,1
Gen Party Members,1
Faranni Lavellan,1
some stupid guards,1
Ilaya Mahariel,1
do i really have to list everyone,1
because it's EVERYONE,1
I'm pretty sure Harritt makes an appearance later,1
and Michael de Chavin,1
Inquisitor's children,1
Mynne Lavellan,1
Dagon Lavellan,1
Timur,1
Arisha,1
Sceana Lavellan,1
Avance Trevelyan,1
The Rutherford Family,1
richard trevelyan,1
Gladstone (Sherlock Holmes),1
Tyrrda Brightaxe,1
Arya Trevelyan (Inquisitor),1
Constance Trevelyan (Non-Inquisitor OC),1
Sui-Feng | Soifon,1
Sasakibe Choujirou,1
more to be added later probably - Character,1
Sebastian's Father,1
Teheron Mahariel,1
Dragon Age Origins - Character,1
Citizens of Haven,1
All those I manage to squeeze in,1
mostly DAO and DA2 still thinking about how to have DAI work in,1
Warden-Commander Alisse-Fontaine,1
Danarius and Fenris are not romantically involved,1
pretty much all of the da2 characters will be introduced at some point,1
Alyssa Hawke,1
Fade Spirits - Character,1
Angste,1
Aspect of Nightmare,1
Elvhen girl,1
Avvar Original Character,1
Corynn Cadash,1
Nicolo Valisti,1
Vespera Trevelyan (OFC),1
Hawke's Daughter Inquisitor,1
Dennis the Elf,1
Manders the Mage,1
Captain Merribela Empress of the East,1
Bran's Former Wife,1
momlavellan,1
Sky Lavellan,1
Wrex the Mabari,1
Han The Grumpy Dwarven Inquisitor,1
Pre-Inquisition Lavellan,1
Varania - Mentioned,1
Ai'ra Lavellan,1
Ai'ra,1
Myrwalin,1
Myrwalin Lavellan,1
Julian Bashir,1
Elim Garak,1
Kira Nerys,1
Rumplestiltskin,1
Belle,1
Qalaba Adaar,1
the inquisition gang,1
Elyana Lavellan,1
Ava Amell,1
OC: Rise,1
Nathyara Cousland,1
Orana is mentioned like twice idk if I should put her here,1
hints of other woman,1
sera(mention),1
vivienne (mention),1
oc maid,1
Juniss lavellan,1
ok just everyone i guess,1
Anya Hawke,1
Marguerite Guerrin,1
Jacen Guerrin,1
Corram the Bard,1
Selma Mahariel,1
Saber Pendragon,1
Arturia Pendragon,1
Shinigami (Character),1
Rhaella Amell,1
everyones here,1
its a big ass reunion full of bad things,1
(Dragon Age) Duchuess Florianne,1
The whole Skyhold Gang,1
All the DAII Cast,1
OC: Siegfried,1
OC: Mathis,1
OC: Meera Rutherford,1
Mentions of Male Adaar,1
Adaar Child,1
Hadley Trevelyan,1
background characters mentioned,1
Lori Trevelyan,1
Sue Perkins,1
Mel Giedroyc,1
Mani Cousland,1
rowena cousland,1
River Song,1
Shia LaBeouf,1
The Iron Bull/Dorian Pavus (background),1
Zevran Aranai/Alistair Theirin (background),1
Circle of Magic - Character,1
Emm Trevelyan,1
Denarius (Daniel),1
Nadia,1
and some cats,1
Karina Duprie,1
Miranda Treyich,1
Bulwark - Character,1
Mention of Knight-Captain Cullen,1
I'm not listing all companions,1
Rogue Warden Queen,1
Asshole Brad Travelyan (mentioned),1
'Manehn Lavellan,1
Dawn Hawke,1
Spirit of Curiosity,1
brief Spirit of Wisdom,1
Warden Talina,1
an elven girl named Hanva,1
Azzura Amell,1
Probably more but that's all I can think of for now,1
Fictional Qunari,1
Renegade Templars,1
Shade (Creature),1
Brief mentions of other characters,1
from the DA universe,1
Maeveris Tilani (mentioned),1
Hawke (Male),1
OC (Kai),1
Lucretia Amell,1
mentions of Inquisitor. Cassandra and Vivienne,1
Giant Spider,1
Some Very Unfortunate Tevinter Mercenaries,1
DAO Cullen,1
Etc..,1
Brief Aerith Gainsborough,1
Ellanin Levellan,1
Abigail,1
Victoria Cousland,1
Callie Cadash,1
OC soldier (Bryce Friedman),1
OC Dalish Elf (Lessa),1
OC Warden (Gaius Dervas),1
cr1tikal,1
The Unnamed Writer,1
The Fandom,1
Robyn Cousland (OC),1
Mah'ri Lavellan,1
Scarlet's parents,1
Will Add More as We go Along,1
Zatora Lavellan,1
Taver (Valdemar),1
Ebony Dark'ness Dementia Raven Way,1
Fenris (Leto),1
Alusha Adaar,1
Just everyone,1
Carver - mention,1
Sebastian - mention,1
Resheri Adaar,1
cameo lace harding,1
Artist Solas,1
Metis,1
Baby Malcolm Hawke,1
Baby Mara Hawke,1
Aisha Lavellan,1
Karis Lavellan,1
Nahris Lavellan,1
the squad - Character,1
Ser Delrin Barris,1
Female Addar,1
Basilah Addar,1
Kiera Lavellen,1
Sandal (Dragon Age),1
Varnell (Dragon Age),1
Player,1
Rhysand Lavellan,1
Avvar Inquisitor - Character,1
Kessal Adaar,1
Aveline (briefly),1
Varric (briefly),1
The Ladies of the Wood,1
Mentioned others,1
Sailor Bull,1
Iron Bull as Usagi Tsukino,1
Dorian Pavus as Mamoru Chiba,1
Warden Amell (mentioned),1
Isaura Lavellan (mentioned),1
The Iron Bull's Chargers,1
Male Trevelyan (sort of but not really; just until she realizes she's not a he),1
Samahl,1
Ghilas,1
Eira Amell,1
Krem (mentioned),1
Hendrik Trevelyan,1
Estelle Trevelyan,1
Leilana,1
Warden Anders,1
Percy Blakeney,1
"Evelyn ""B"" Trevelyan",1
Theric Tabris,1
Lady Whiskers,1
Samantha Trevelyan,1
Lyllian Surana,1
The Warden's Companions,1
basically everyone but only briefly,1
Original Herald Character(s),1
Hearld of Andraste,1
several others with brief appearances,1
Sakhim Lavellan (OFC),1
Yael Lavellan (borrowed OFC),1
Nimueh Lavellan (borrowed OFC),1
Daine Lavellan (borrowed OFC),1
lavallen,1
Shintetsu Trevelyan - Mage,1
Alyria - Mage,1
orginal character,1
Maxwell Trevelyan (Character),1
(all but bethany are at least mentioned),1
And more to come,1
orginal Lavellan,1
A Sentient Snake,1
it's almost all ocs im sorry,1
Mira Brosca,1
Spymaster Liliana,1
Archard (Son of Inquisitorand Bull),1
Unnamed Not-Prince,1
Kanaya Hawke,1
Ismene Cousland,1
Hissera Adaar,1
Seanna Dennet,1
Eien Monette - character,1
Male Mage OC,1
Joseph Trevelyan,1
Original Character made up for plots,1
Original Characters Iron Bull slept with,1
all of the other companions including both twins feature but not enough for a tag,1
Archard (Inquisitor and Bull's son I made),1
Mauren Amell,1
Spirit(s) of Companionship (Dragon Ship),1
Nazah Glassmane (OC Qunari Inquisitor),1
Andromeda Black Tonks,1
Aberforth Dumbledore,1
Rion (Heroes of Might and Magic),1
Adela (Heroes of Might and Magic),1
Julian (Chronicles of Amber),1
Argus Filch,1
Mr. Hudson,1
Felicia Hardy,1
Kururugi Suzaku,1
Lelouch vi Britannia,1
Ojciec Mateusz (TV series) - Character,1
Schneizel el Britannia,1
Cornelia li Britannia,1
Padma Patil,1
Parvati Patil,1
Raza,1
Will Turner,1
Elizabeth Swann,1
Hector Barbossa,1
Pintel,1
Joshamee Gibbs,1
Ragetti,1
Profesor Frankiewicz (Zapomniana melodia),1
Rolicz (Zapomniana melodia),1
Aramis,1
Armand Jean du Plessis de Richelieu,1
Cornelia Hale,1
Rufus Drumknott,1
Keith Anyan,1
Turkey (Hetalia: Axis Powers),1
Ukraine (Hetalia: Axis Powers),1
Poland (Hetalia: Axis Powers),1
Nikolai Adaar,1
Archard,1
and some others - Character,1
Archard (son of Inquisitor),1
One Unfortunate Recruit,1
Pre Relationship - Character,1
My adorkable babes!,1
Chubby Inquisitor!,1
Keiri Adaar,1
Ser,1
Lylah Lavellan,1
Carl too,1
Bartender,1
Archard (my fan made son of Iron Bull and Inquisitor),1
bulls chargers,1
Most of the gang is here briefly one way or another??,1
Gender neutral Hawke - Character,1
Sassy!Hawke,1
Tannusen Surana,1
et cetera,1
Archard (Fan made son of Iron Bull's and Inquisitor I made),1
OC sister of the Inquisitor,1
Archard (Bull and Inquisitor's son),1
just the whole crew okay,1
Ser Liam,1
Iron Bull (implied),1
Emmyth Lavellan,1
Fenrir Taura,1
some are only in a few paragraphs,1
M!Rogue Trevelyan,1
Victoria Aurelius,1
Mother Helene,1
Avexia Mythal Suledin,1
adoribull is present but so far in slight amounts,1
"Halward's ""Healers""",1
Alvor,1
Sigrid,1
Melan Lavellan,1
Tamsen Hawke,1
Pavel Lavellan,1
Mentioned Aquinea Thalrassian,1
Fen'Harel's cloak,1
Mylo Lavellan,1
"Kaaras ""Rama"" Adaar",1
Lavanor Lavellan,1
Lanyla Lavellan,1
Chicken - Character,1
Isabella (mentioned),1
All main cast,1
Female Original Main Character,1
Artemesia Mahariel,1
Opal Tabris,1
Dragon Age 2 - Character,1
Jim the Scout - Character,1
Hallei Lavellan,1
Caiohme Trevelyan,1
