key,value
Edward Kenway / Original Female Character(s),2
Male Inquisitor / Sutherland,2
Inquisitor / Sutherland,2
Lavellan / Sutherland,2
Anders / Sekhmet Hawke,2
Inquisitor / Ser Morris,2
Morrigan / Zevran,2
former Female Amell / Cullen Rutherford,2
Kaidan Alenko / Ashley Williams,2
other - Relationship,2
Cassandra Pentaghast / Varric Tethras (implied),2
Lavellan / Leliana,2
meresino - Relationship,2
Male Rogue Lavellan / Cassandra Pentaghast,2
Iwaizumi Hajime / Oikawa Tooru,2
Iron Bull / Dorian Pavus / Rilienus,2
Male Adaar & Iron Bull,2
Solas /  OC,2
Lavellan / Fen'Harel,2
Sisters - Relationship,2
Male Shepard (Mass Effect) / Original Female Character(s),2
Delrin Barris / Lavellan,2
Wynne / Original Male Character,2
Solas & Inquisitor,2
Aric Jorgan / Female Republic Trooper,2
Alistair / Flemeth,2
Kaidan Alenko / Reader,2
Cullen Rutherford / Cassandra Pentaghast,2
Amell / Female Mahariel,2
Dorian Pavus / Rylen,2
Ser Rylen / Dorian Pavus,2
Male Trevelyn / Orginal Female Character,2
Max Trevelyn / Siael,2
Aedan Cousland / Leliana,2
Male Amell / Lavellan,2
Zevran Arainai / Male Amell,2
Soris & Female Tabris,2
Shianni & Soris & Female Tabris,2
friendship tags!,2
Pepper Potts / Tony Stark,2
Male Hawke & Fenris,2
fenris x f!hawke,2
Female City Elf / Cullen Rutherford,2
Florianne de Chalons / Female Inquisitor,2
Cullen Rutherford / Original Non-Warden Amell(s),2
Female Mahariel / Zevran Arainai,2
Cole & Original Female Character(s),2
Alistair / Cullen Rutherford / Trevelyan,2
Female Cousland / Male Surana,2
Anders & Female Caron,2
Adaar / Original Character(s),2
Cullen Rutherford x Female Trevelyan,2
Justice / Original Character,2
Anders / Male Hawke (implied),2
Inquisitor & Inquisition Inner Cirlce,2
finan / eli,2
Salem Cousland / Leliana,2
Dorian - Relationship,2
Isabela / F!Adaar,2
Male Trevelyan / His Ego,2
Josephine Montilyet / Female Warden,2
Cullen Rutherford & Meredith Stannard,2
past Dorian / Rilienus,2
Blackwall / Female Cousland,2
Female Brosca / Duncan,2
Theo Trevelyan / Dorian Pavus,2
Josephine Montilyet & Male Trevelyan,2
Varric Tethras & Female Trevelyan,2
Fenris & Dorian Pavus,2
Dorian Pavus & Gereon Alexius,2
Original Male Character(s) / Original Male Character(s),2
Female Trevelyan / Cassandra Pentaghast,2
Anders / Fenris / Anders,2
Solas / Original Altmer Character,2
Female Amell / Fenris,2
Alistair / Mage Inquisitor,2
Inquisitor Lavellan / Cullen Rutherford,2
Adaar / Cadash,2
Hawke (Dragon Age) / Original Female Character(s),2
Lavellan / Solas (Implied),2
Caronel / Valya,2
Flissa / Iron Bull,2
Bethany Hawke / Mhairi,2
Darcy Lewis / Tony Stark,2
Darcy Lewis / Pepper Potts / Tony Stark,2
Fenris / Male Surana,2
Kate Bishop / Tommy Shepherd,2
Merlin / Arthur Pendragon (Merlin),2
Isabela / Anora Mac Tir,2
Fenris / Dorian Pavus / Cullen Rutherford,2
Cullen Rutherford / Solas / Female Trevelyan,2
Carver Hawke / Original Character,2
Iron Bull & Female Adaar,2
Isabela / Female Lavellan,2
Male Lavellan / Female Surana,2
Female Warrior Adaar / Cullen Rutherford,2
Alistair & Female Brosca,2
OC / Cassandra Pentaghast,2
Anders / Rolan,2
Female Inquisitor (Dragon Age) / Edward Kenway,2
minor Dorian Pavus / Male Trevelyan - Relationship,2
The Scholar / The Wayward Bard,2
Blackwall | Thom Rainier / Gordon Blackwall,2
Flemeth & Mythal,2
Persephone Trevelyan / Gaspard de Chalons,2
Carver Hawke / Male Trevelyan,2
Lavellan / Original Non-Inquisitor Lavellan(s),2
Cullen Rutherford x Annabel Trevelyan,2
Inquisitor & Gereon Alexius,2
Cassandra / Rylen,2
Carver Hawke / Belinda Darrow - Relationship,2
Varric / Bethany,2
Hawke & Warden,2
Fenris (Dragon Age) / Warrior of Light,2
Gabriel / Reader,2
Lavellan & Vivienne,2
Solas / his left hand,2
Iron Bull / Dorian Pavus / Male Mage Trevelyan,2
Shianni & Tabris (Dragon Age),2
OC - Relationship,2
Cailan Theirin / Celene Valmont,2
Varric - Relationship,2
Cole - Relationship,2
Sebastian Vael / Female Original Character,2
Female mage / templar,2
Abellan - Relationship,2
Inquisitor / Josephine,2
Sera / Female Cousland,2
"Genji Shimada / Angela ""Mercy"" Ziegler",2
Female Ryder | Sara / Reyes Vidal,2
Inquisitor / Solas (implied),2
Abelas / Solas,2
Solavellan hell - Relationship,2
Solas & Desire Demon(s),2
Cullen Rutherford /  Female OC,2
Adaar / Fen'Harel,2
Adaar / Solas (mentioned),2
Cullen X Annabel Trevelyan,2
Anders / Original Male Hawke Character,2
slight Anders / OMC,2
Female Amell / Anders / Cullen Rutherford,2
Nathaniel Howe / Male Mahariel,2
Cullen Rutherford / Male Hawke,2
Original Female Character / Solas,2
Minor Female Hawke / Varric Tethras,2
Not Really,2
Anders / Cutie,2
Female Lavellan & Iron Bull,2
Josephine Montilyet / Cullen Rutherford / Female Trevelyan,2
Zevran Arainai / Female Inquisitor,2
Female Hawke / Malcolm Hawke,2
Corypheus / Original Character(s),2
Cullen Rutherford / Valina Voclain,2
Cullen Rutherford / Female Rogue,2
past Alistair / Cullen,2
"Widowmaker | Amélie Lacroix / Lena ""Tracer"" Oxton",2
Trevelyan / Dorian Pavus,2
Anders / Zevran Arainai / Male Mahariel,2
Alistair / Daveth,2
Female Hawke & Justice,2
Male Hawke / Tentacles,2
Female Amell / Anders / Nathaniel Howe,2
Solas X Reader,2
Solas X You,2
Male Dovahkiin | Dragonborn / Farkas,2
Reader / Cullen,2
Darcy Lewis / Brock Rumlow,2
Darcy Lewis / Natasha Romanov,2
Jane Foster & Darcy Lewis,2
Darcy Lewis / Pietro Maximoff,2
OC / Varric,2
Orana & Hawke,2
Original Character - Relationship,2
Original Non-Inquisitor Lavellan(s) / Original Character(s),2
Tsukishima Kei & Yamaguchi Tadashi,2
Female Inquisitor / Original Male Character(s),2
Pentilyet,2
Anders / Fenris / Male Hawke / Original Character(s),2
Female Cousland / Maric Theirin,2
Cullen / Annabel Trevelyan,2
Nathaniel Howe / Anora Mac Tir,2
Carver / Cullen,2
Nathaniel Howe / Male Elf Warden,2
Female Adaar & Female Adaar,2
Cassandra Pentaghast / Varric Tethras (background),2
Desire Demon / Female Surana,2
Cousland & Teagan Guerrin,2
Sebastian Vael / OC,2
Sebastian Vael / Original Character,2
Sebastian Vael / OFC,2
Female Adaar / Blackwall / Iron Bull,2
Female Lavellan / Male Adaar,2
Warden & Morrigan,2
Hawke / Cullen,2
Female Cadash / Original Character,2
past Cullen / Alistair,2
Alistair & Warden,2
Female Amell & Female Surana,2
Zevran / Male Surana,2
cullen / annabel / kelandris,2
Sera / Shokrakar,2
Jack Harkness / Ianto Jones,2
Past Female Hawke / Anders,2
Alistair /  Female Cousland,2
anastasia cousland - Relationship,2
Catelyn Stark / Ned Stark,2
Thalon Lavellan x Nindarhmen Lavellan,2
Enjolras / Grantaire,2
background isabela / female hawke,2
Female Cousland / Alistair Theirin,2
Female Inquisitor / Jim (Dragon Age),2
Cassandra Pentaghast & Leliana,2
Hinted at,2
Iron Bull / Male Rogue Lavellan,2
Cullen Rutherford / Solana amell,2
Mentioned Isabela / Merrill,2
Female Amell / Female Hawke,2
Female Inquisitor / Cullen Rutherford / Rylen,2
Jowan / Surana,2
"Cremisius ""Krem"" Aclassi / Male Trevelyan",2
female lavellan /  Cullen Rutherford,2
Dorian / OC,2
Fenris / Carver Hawke / Cullen Rutherford,2
Female Inquisitor / Original Female Character,2
Anders / Amell,2
Felassan / Lavellan,2
Anders / Statue of Andraste,2
Dorian / Iron Bull (implied),2
Abelas / Lavellan / Original Non-Inquisitor Lavellan(s),2
past Anora / Cailan,2
Solas / Original Dalish Character(s),2
Anders / Female OC,2
Female Warrior Inquisitor / Cassandra Pentaghast,2
Balthier / Ashelia B'nargin Dalmasca,2
Imshael / Inquisitor,2
Female Brosca / Oghren,2
Male Cadash / Solas,2
Female Hawke & Female Inquisitor,2
Anders / Velanna,2
Anders / Sigrun,2
Female Lavellen / Cullen Rutherford,2
Female Tabris / Original Female Character(s),2
Zevran Arainai / Male Dwarf Warden,2
Cole & Inquisitor,2
Hawke / Aveline Vallen,2
Dorian Pavus / Female Mage Trevelyan,2
Morriana - Relationship,2
Kenzi / Solas,2
Dagna / Female Inquisitor / Sera,2
background Anders / Male Hawke,2
Alistair / Lavellan / Cullen Rutherford,2
Leliana / Loghain Mac Tir,2
Feynriel & Orsino,2
Florianne de Chalons / Female Trevelyan,2
Non-Inquisitor Male Lavellan / Dorian Pavus,2
OC / Fen'harel,2
Elf-Insert / Solas,2
Cole / Inquisitor Friendship,2
Morrigan & Cullen Rutherford,2
Alistair / Nathaniel Howe,2
Quentin / Alanna,2
Solas & Original Female Elvhen Character(s),2
Female Mage Inquisitor / Blackwall,2
Female Warden / Original Female Character(s),2
Rogue Trevelyan / Solas,2
Female Hawke / Isabela (implied),2
Fluff - Relationship,2
Female Cousland / Male Trevelyan,2
Daveth / Morrigan,2
Anders / Karl Thekla (mentioned),2
Fergus Cousland / Ser Gilmore,2
Aneirin / Male Tabris,2
Female Inquisitor / Female Hawke,2
Anders / Female Hawke / Fenris,2
Delrin Barris / Female Inquisitor / Cullen Rutherford,2
Mahariel & Tamlen,2
Falon'Din / Female Lavellan,2
Iron Bull / Male Adaar / Female Lavellan,2
Female Lavellan / Male Adaar / Iron Bull,2
Female Hawke / Loghain Mac Tir,2
Cassandra Pentaghast / OC,2
Male Hawke / Kurtis Stryker,2
Female Rogue Inquisitor / Josephine Montilyet,2
Alistair / Iron Bull,2
Warden Mabari & Hawke Mabari,2
Male Mage Lavellan / Cullen Rutherford,2
Iron Bull & The Chargers,2
Abelas / Female Mage Inquisitor Lavellan,2
Solas / Female Mage Inquisitor Lavellan (after break-up),2
Zevran Arainai / Anora Mac Tir,2
Mahariel / Merrill / Tamlen,2
Male Mahariel / Merrill / Tamlen,2
Background Sera / Dagna,2
Gereon Alexius / Halward Pavus,2
Dagon Vashoth / Dorian Pavus,2
Abelas / Female Mage Lavellan,2
Female Hawke / Athenril,2
Female Aeducan & Trian Aeducan,2
Anders / Oghren,2
Dog & Female Warden,2
Anders / Tabris,2
multiple,2
Leda Surana / Elias Amell,2
see notes,2
Mirre Lavellan / Solas,2
implied fenris / anders,2
Dorian Pavus / Arik Lavellan,2
Alistair / Elanwen Mahariel,2
Anders / OMC,2
Vivienne & Cole,2
Vivienne & Inquisitor,2
Fenris / Ionna Lavellan,2
Ser Gilmore / Female Warden,2
Sawamura Daichi / Sugawara Koushi,2
Tanaka Saeko / Ukai Keishin,2
Anders / Original Character(s),2
male lavellan - Relationship,2
Minor Blackwall / Josephine Montilyet - Relationship,2
Mage(s) / Templar(s),2
unrequited Female Inquisitor / Leliana,2
Delrin Barris / Mage Inquisitor,2
Alistair / Queen,2
Female Aeducan & Pyral Harrowmont,2
lavellan x lavellan,2
Isabela (Dragon Age) / James Vega,2
"Cremisius ""Krem"" Aclassi / Maryden the bard / Cole",2
Abelas / Original Female Character,2
Halani / Franken!Solas,2
Cullen Rutherford / Female Hawke,2
Eventual Solavellan - Relationship,2
Nathaniel Howe / his left hand,2
Gaspard de Chalons / Male Trevelyan,2
Aeron Cousland / Sarren Mahariel,2
Isabela / Sera,2
samson / inquisitor,2
Lavellan  /  Dirthamen,2
Oghren & Mahariel,2
Varric Tethras / Inquisitor,2
Merrill & Mahariel,2
mage trevelyan / original character,2
Female Warrior Lavellan / Cassandra Pentaghast,2
Cousland / Tabris,2
Dorian Pavus / Felix Alexius,2
Hawke / Warden,2
Female Hawke / Female Warden,2
Alistair & Female Aeducan,2
Bunny (Dragon Age) / Sera (Dragon Age),2
Shianni / Velanna,2
Abelas / OC,2
Gaspard de Chalons / Lavellan,2
Blackwall / Sebastian Vael,2
Dorian Pavus / Connor Guerrin,2
Katriel / Maric Theirin,2
Antje wirth / Alice Cireron,2
Gaspard de Chalons / Original Male Character,2
Ru'riro / Dorian,2
Lavellan / Elalas,2
minor Iron Bull / Dorian,2
Female Amell / Original Male Character(s),2
Male Hawke / Companions,2
Prosper de Montfort / Original Male Character,2
Prosper de Montfort / Jean-Esmeral,2
Female Mahariel / Merrill / Tamlen,2
Sera & Iron Bull,2
Mage Lavellan / Raleigh Samson,2
Female Hawke / Male Lavellan,2
Oswald / Anders,2
Female Inquisitor / Warden (Dragon Age),2
Cullen Rutherford  /  Female Trevelyan  /  Sebastian Vael,2
Fenris & Male Lavellan,2
Loghain Mac Tir / Male Surana,2
Sten / Male Surana,2
Rancor Adaar / Dorian Pavus,2
Iron Bull (Dragon Age) / James Vega (Mass Effect),2
Male Cousland / Zevran Arainai,2
past Solas / Lavellan - Relationship,2
Fenris / Female Hawke (Mentioned),2
Fenris - Solas,2
Fenris - Fen'Harel,2
Otto Alrik / Anders,2
Morrigan / Female Amell,2
Cullen / Female Mage Amell,2
Lavellan / Original Male Character(s),2
Raleigh Samson / Female Lavellan,2
Past Inquisitor / Solas,2
Vivienne / Sera,2
Sans (Undertale) / Original Female Character(s),2
Cullen Rutherford / Templar(s),2
Warden & Irving,2
"James ""Bucky"" Barnes / Darcy Lewis / Steve Rogers",2
Bruce Banner / Darcy Lewis,2
Shianni / Nelaros,2
Soris / Valora,2
No pairings,2
Jim / Female Inquisitor,2
Female Inquisitor / Calpernia,2
Anders / Fenris / OC,2
Garrett Hawke / OC,2
Background Alistair / Female Cousland,2
Female Mahariel / Fenarel,2
Cullen x Wren,2
Background Iron Bull / Dorian - Relationship,2
Sollux Captor / Aradia Megido,2
Carlos / Cecil Palmer,2
Anders / Female Brosca,2
Female Warrior Inquisitor / Josephine Montilyet,2
Female Inquisitor / Male Lavellan,2
Nathaniel Howe / OMC,2
Female Hawke / Isabela (mentioned),2
So many - Relationship,2
Michael / Dorian,2
Doreal,2
Fenris / Sebastian,2
Male Mahariel / Male Hawke,2
Female Lavellan / Alistair,2
Mage Inquisitor / Samson,2
Female Mage Inquisitor / Samson,2
Mage Lavellan / Samson,2
Female Mage Lavellan / Samson,2
Belle / Rumplestiltskin | Mr. Gold,2
Solas / Female Mage Inquisitor,2
Zevran Arainai / Rogue Warden,2
Alistair Theirin x Female Cousland,2
Tethraghast,2
Female Lavellan / OC,2
Cassandra Pentaghast / Morrigan,2
Morrigan / Leliana - Relationship,2
Lysandre Lavellan / Dorian Pavus,2
Feray Lavellan / Sarita Lavellan,2
Blackwall / Leliana,2
Dorian Pavus / Grey Warden OC,2
Dorian Pavus / Eien Monette,2
Female Tabris / Daveth,2
Sten / Male Brosca,2
Justice / Reader,2
Female Hawke / Isabela (Background),2
Male Desire Demon / Female Inquisitor,2
hawke / isabella,2
Cassandra / Cadash,2
Past Cullen Rutherford / Samson,2
Nonbinary Inquisitor / Cullen Rutherford,2
Inquisitor / OC,2
Cael / Zevran,2
OMC / OFC,2
Dorian Pavus / Rogue Trevelyan,2
Transgender Hawke / Merrill,2
Carver Hawke / Leliana,2
Female Mage Trevelyan / Sera,2
Ghest Lavellan / Solas,2
Team - Relationship,2
Arishok / Original Character(s),2
Alistair / Aeducan,2
Alistair & Male Elf Warden,2
Female Cadash / Iron Bull / Solas,2
Zevran / Cael,2
Cillian Trevelyan / Dorian Pavus,2
Background Sera / Female Adaar,2
Zevran Arainai / Female Cousland (Past),2
OC / Josephine Montilyet,2
Cadash / Solas,2
Implied Josephine / Blackwall,2
Leliana / Anora Mac Tir,2
misc,2
Alistair / Anora Mac Tir (implied),2
Sera / Harding,2
Nathaniel Howe & Rendon Howe,2
Female Hawke & Bethany Hawke,2
Jack | Subject Zero / Male Shepard,2
Cullen Rutherford / Archer Trevelyan,2
Female Hawke / Cullen Rutherford / Sebastian Vael,2
Sirius Black / Remus Lupin,2
Bethany Hawke / Original Male Character,2
Female Hawke / Samson,2
Anders / m!Hawke (Ethan Hawke),2
Blackwall / Carver Hawke,2
Cullen Rutherford / f!Lavellan (Illeah Lavellan),2
Alistair Theirin / f!Cousland (Kallianne Cousland),2
Varric Tethras / Merrill,2
Male Surana / Morrigan(mentioned),2
Cullen / Mage Trevelyan,2
Cullen / Mage Inquisitor,2
Anders / Maevaris Tilani,2
Anders / Fenris / Justice,2
Bethany Hawke / Meredith Stannard,2
Fen'Harel / Atisha,2
Female Cadash / Female Adaar,2
Solas / Sera,2
Krem / Lavellan,2
Alistair Theirin / Loreian Cousland,2
Justice!Anders / Nathaniel Howe,2
Zevran / Male Mahariel(mentioned),2
f!Cousland / Alistair,2
Alistair / Female Amell / Anora Mac Tir,2
Female Amell / Female Lavellan,2
Eryth Lavellan / Vitis Lavellan,2
Hawke & Trevelyan,2
Justice & Anders,2
F!Lavellan / Solas,2
Gilraena Lavellan x Solas,2
Warrior Lavellan / Cullen Rutherford,2
Gen - Relationship,2
Dorian Pavus & Female Lavellan (Friendship),2
Dorian Pavus & Female Inquisitor (Friendship),2
Zevran Arainai / Kallian Tabris,2
Zevran Arainai / F!Tabris,2
Ghewen Lavellan / Solas,2
Fenris / You,2
Male Hawke / You,2
morrigan / reader,2
suggested Hawke / Fenris,2
Dirthamen & Fen'Harel friendship,2
Anora Mac Tir & Erlina,2
past Female Cousland / Anora Mac Tir,2
Female Aeducan & Endrin Aeducan,2
Ninth Doctor / Rose Tyler,2
Mycroft Holmes & Greg Lestrade,2
AU Cullen Rutherford / AU Lavellan,2
Loghain Mac Tir / Leliana,2
Isabela / Merrill / Aveline Vallen,2
Cullen Rutherford x Female Inquisitor,2
Previous Male Hawke / Fenris - Relationship,2
cull - Relationship,2
Varric Tethras & Anders,2
Female Surana / OMC,2
Bann Teagan / Female Cousland,2
One sided Anders / Male Hawke,2
Previous Anders / Karl Thekla,2
solas x female lavellan,2
Kaladin / Renarin Kholin,2
implied fenhawke,2
Junior / Marric,2
Blaine Anderson / Kurt Hummel,2
raleigh samson - Relationship,2
Samson / Female Inquisitor,2
Clint Barton & Natasha Romanov,2
Cassandra Pentaghast / Female Hawke,2
Cullen Rutherford / Jayde Trevelyan,2
Duncan / Isabela / Riordan,2
Duncan / Isabela,2
Female Trevelyan / Fenris,2
Cullen Rutherford / The Iron Bull,2
Dorian Pavus & Cole,2
Cole / Veyla Lavellan (OC),2
OC Mage / Cullen Rutherford,2
Danarius / Dorian Pavus,2
Implied Hawke / Isabela,2
Female Andras / Seneschal Varel,2
Other / Anders,2
King Alistair / Mahariel,2
Hawke & Justice,2
Female Inquisitor / Cole,2
Female Trevelyan / Cole,2
Female Adaar / Iron Bull / Josephine Montilyet,2
mentions of Dorian Pavus / Iron Bull,2
Samson / Desya Lavellan,2
Samson / Male Lavellan,2
Katherine / Cullen,2
Cole / F!Adaar,2
Anders / Male Hawke / Fenris,2
Varric Tethras / Trevelyan,2
Thorin / Ashanna Lavellan,2
Dirthamen / Male Mahariel,2
Fenris / Male Rouge Hawke,2
Transgender Woman Inquisitor / Cullen Rutherford,2
Transgender Man Inquisitor / Cassandra Pentaghast,2
Varric / Female Hawke,2
Isabela / Hawke,2
Female Trevelyan / Bryce,2
past Alistair / f!Aeducan,2
Zevran / Anders,2
Bog Unicorn & Hunter Shade Dracolisk,2
Alistair / Male Trevelyan,2
Original Male Character / Cassandra Pentaghast,2
Zevran Arainai & Fenris,2
Male Hawke / Everyone,2
Male Tabris / Original Female Character,2
Duncan & Alistair,2
Female Hawke / Isabela / Sebastian Vael,2
Female Cadash / Blackwall,2
"Cremisius ""Krem"" Aclassi / Madera Lavellan",2
Female Archer Inquisitor / Cullen Rutherford,2
Grey Wardens of Vigil's Keep,2
King Alistair / Warden Queen,2
Malik Amell / Zevran Arainai,2
Cole & Trevelyan,2
Leliana / F!Warden,2
Leliana / Cousland,2
Thornton / Cillian,2
Alistair / Zin Cousland,2
Isabela & Sebastian Vael,2
Female Inquisitor / Josephine,2
