key,value
Alistair / Zevran / Leliana / Female Warden,1
Pre Solas / Female Lavellan,1
Male Shepard / Male Trevelyan,1
Male Inquisitor / Male Shepard,1
Lavellan / Bram Kenric,1
Former Inquisitor / Solas,1
Alistair /  Female Warden (Implied),1
Nelaros /  Female Tabris,1
Seranni / Original Character(s),1
iron bull  / female adaar,1
Zevran Arainai / Aeron Cousland,1
Mentioned Cullen / Lavellan,1
Bull's Tama / Original Female Character,1
Solas & Female Mahariel,1
Lavellan / Morrigan,1
relationship between original characters,1
Sebastian Vael / Alistair,1
Leliana / Sebastian Vael,1
Sebastian Vael / Zevran Arainai,1
Sebastian Vael / Morrigan,1
Sebastian Vael / Josephine Montilyet,1
Sebastian Vael / Cassandra Pentaghast,1
Sebastian Vael / Iron Bull,1
Sebastian Vael / Solas,1
Sebastian Vael / Hawke,1
M!Hawke / Sebastian Vael,1
Dorian / Original character / Iron Bull,1
Past cousland / Alistair,1
"Anders / Cremisius ""Krem"" Aclassi",1
Alistair / Anders / Female Hawke,1
Female Tabris / Desire Demon,1
Surana / Loghain Mac Tir,1
Vivienne & Adaar,1
Vivienne & Inquisitior,1
Female qunari inquisitor / cullen rutherford,1
Qunari / Human - Relationship,1
Lin Beifong / Kya II,1
Danarius / Fenris (non-consensual),1
Danarius / Hadriana (one-sided),1
Various other background ships subject to appear (will be added as written in),1
Cole / Inquisitor / Solas,1
Solas / Original Female Character (s),1
Felassan / Female Trevelyan,1
Briala / Female Trevelyan,1
Do Kyungsoo | D.O / Kim Jongin | Kai,1
Thom Rainier & Warden-Constable Gordon Blackwall,1
After the Solas / Lavellan breakup,1
Female Surana / Fergus Cousland,1
Cullen / Warden,1
Cullen / Mage Warden,1
Yuri Lowell / Flynn Scifo,1
Post Solas / Female Lavellan,1
Zevran Arainai & City Elf Warden,1
Zevrain Arainai & Female City Elf,1
Obi-Wan Kenobi / Satine Kryze,1
Bethany Hawke / Carver Hawke / Female Hawke,1
Cullen Rutherford / Female Tabris,1
Female Hawke / Carver Hawke,1
Platonic Soren / Hero Lavellan,1
Implied one-sided Anders / Female Hawke,1
Female Hawke / Cullen Rutherford (implied),1
Female Hawke / Sebastian Vael (implied),1
Male Trevelyan / Cassandra Pentaghast (implied),1
Female Tabris & Loghain Mac Tir,1
Warden Alistair / Warden Cousland,1
Solas / Tallis,1
Male Adaar / Male Hawke,1
Female Lavellan / Male Hawke,1
Fenris / tentacles,1
possible Anders / Male Hawke / Solas,1
past Andraste / Maferath / Shartan,1
Karl Thekla  /  Anders  /  Original Character,1
(or the minor implications of it),1
Josephine Montilyet & Leliana,1
Duncan / Reader,1
Loghain Mac Tir & the Warden,1
Hawke / Original Female Character,1
cullen / abelas,1
Pre Solas / Female Levellan,1
Female Elf Inquisitor / Solas,1
Fen'Harel / Elvhen OC,1
Elvhen OC / Solas,1
Bruce Banner / Natasha Romanov,1
Peter Parker / Gwen Stacy,1
Adorcubull,1
Female Lavellan♥Solas,1
Jean-Esmeral / Orignal Male Character,1
Halani Lavellan / Franken!Solas,1
fenris  /  OC,1
hawke cullen,1
Anders / Female Hawke / Cullen,1
Zevran Arainai / Dog,1
Sebastian Vael / Varania,1
Dorian Pavus / Desire Demon,1
Dorian Pavus / Desire Demon / Desire Demon,1
Childhood love - Relationship,1
Anders / Jennifer Havoc,1
Cyril de Montfort / Original Male Character,1
Cyril de Montfort / Jean-Esmeral,1
A Tevinter Mage / An Elf,1
A Tevinter Mage / A Magister,1
Kaidan Alenko & Female Shepard,1
Divine Justinia / Cassandra,1
Allaya Cadash / Gregore,1
Cadash / OC,1
Cullen Rutherford / Annabeth Rosemund,1
FemFenris / Male Mage Hawke,1
Iron Bull & Scout Harding,1
Lace Harding & Leliana,1
Leliana & Varric Tethras,1
dorain  /  lavellan,1
femquisitor - Relationship,1
adaar / josephine,1
Insinuated Fenris / Female Hawke / Isabela,1
Tamlen Sentinel / Unknown,1
Finnegan Trevelyan / Anabelle Hawke,1
Anabelle Hawke / Finnegan Trevelyan,1
Male Warrior Cadash / Dorian Pavus - Relationship,1
Male Warrior Cadash / Dorian Pavus / Cullen Rutherford - Relationship,1
Spartos Leoxses / Sharrkan,1
Cassandra Pentaghast / Varric Tethras (minor pairing),1
Male Hawke / Sebastian Vael / Fenris,1
Alvira Lavellan / Iron Bull,1
(future),1
various surprises - Relationship,1
Gaspard de Chalons / Blackwall,1
Gaspard de Chalons / Thom Rainier,1
Teagan Guerrin / Female Amell,1
Implied Teagan Guerrin / Isolde Guerrin,1
F!Lavellan / M!Adaar,1
Abelas / Variable Female,1
Abelas / Ancient Elf,1
Hades!Fenris / Persephone!Hawke,1
Other relationships pending - Relationship,1
Halani Lavellan / Solas,1
Lavellan / Franken!Solas,1
America (Hetalia) / Prussia (Hetalia),1
America (Hetalia) / Russia (Hetalia),1
Cassie Lang / Nate Richards,1
Noh-Varr / Tommy Shepherd,1
Eli Bradley / David Alleyne,1
Dick Grayson & Wally West,1
Teddy Altman & Eli Bradley & Nate Richards,1
Billy Kaplan & Doctor Strange,1
Dick Grayson / Jason Todd,1
F!Lavellan and M!Adaar,1
M!Adaar and The Iron Bull,1
F!Lavellan and The Iron Bull,1
Kieran / Naru,1
Jowan / Feynriel,1
Carver Hawke / Female Trevelyan,1
(Past) Fenris / Female Hawke,1
Male Lavellan / Cullen,1
Female Trevelyan / Desire Demon,1
Hux / Dopheld Mitaka,1
past Cassandra Pentaghast / Galyan,1
Justice / Cassandra Pentaghast,1
Male Aeducan / Gorim Saelac,1
Zevran Arainai / Iron Bull / Josephine Montilyet,1
Minor Merrill / Female Hawke,1
Minor Isabela / Female Hawke,1
Alistair / Tarrie Mahariel,1
Female Hawke / Sera,1
One-sided Dorian / Fenris,1
Felavellan,1
Solas / m!lavellan,1
solas / Tamlen Sentinel,1
Dorian & Female Adaar,1
Female Inquisitor /  Gaspard,1
Female Lavellan /  Gaspard,1
Kar Trevelyan / Lara Amell,1
bisexual blackwall,1
bisexual everyone it is known,1
(pansexual bull it is known),1
Female Amell / Zevran Arainai (implied),1
Fenris / Female Rogue Hawke (implied),1
Oghren / Felsi (implied),1
Male Cousland / OC Female Elf,1
background Iron Bull / Cullen Rutherford,1
Female Hawke / Kirkwall,1
Male Lavellan / Minaeve,1
Inquisitor / Minaeve,1
Male Inquisitor / Minaeve,1
Male Inquisitor & Female Hawke,1
Justice & Cole,1
Nathaniel Howe & Justice,1
Justice & Anders (Dragon Age),1
Warden & Shepard,1
Iron Bull / Male Adaar / Frederic of Serault,1
Male Cousland|Nathaniel Howe,1
Templar Bran / Original Male Mage Character,1
Male Hawke / Feynriel,1
Surprise Relationship?,1
Falon'Din / Harry Potter / Dirthamen,1
Falon'Din / Halmael / Dirthamen,1
Lethanavir / Hareas / Eolaselan,1
Falherna Lavellan / Varric,1
Falherna Lavellan / Faron,1
Amell & Cullen,1
Amell & Daveth,1
Amell & Zevran,1
Amell & Alistair,1
Amell & Alistair & Zevran,1
implied past josephine / leliana,1
Anders / Mage Hawke / Fenris,1
Lace Harding / Original Female Character,1
fem!adaar,1
Male Surana / Morrigan references,1
Loghain Mac Tir / Maric Theirin referenced,1
Alistair / Anora / Zevran Arainai referenced,1
Male Cousland / Anora Mac Tir referenced,1
Zevran Arainai / Female Brosca / Male Surana,1
Female Cousland|Amethyne,1
Female Cousland / Iona referenced,1
Warden Alistair / Female Trevelyan,1
Nishikino Maki / Yazawa Nico,1
Loghain Mac Tir|Cyrion Tabris,1
Original Male Character / Orsino,1
Male Hawke|Orsino,1
Male Surana|Hawkes Family,1
Duncan / Female Amell,1
Female Warden & Female Lavellan,1
Leliana / Marjolaine (mentioned),1
Zevran Arainai / Male Surana (mentioned),1
minor Female Hawke / Anders,1
Abelas / m!lavellan,1
Male Hawke / Bethany Hawke,1
Female Tabris|Male Surana,1
Male Tabris|Male Surana,1
Riordan / Female Tabris,1
Riordan / Leila Tabris,1
Male Cousland / V'kass Valyn el-Lord Hernalth,1
V'kass Valyn el-Lord Hernalth / Mero Jenner,1
Male Tabris & Nathaniel Howe,1
Carver Hawke|Male Hawke,1
Carver Hawke|Male Tabris,1
Alistair / Male Child of an Old God,1
Male Surana / Templar,1
Desire Demon / Templar (Dragon Age),1
Male Brosca / Male Tabris,1
ser Gilmore / Male Amell,1
Delilah Howe & Nathaniel Howe,1
leliana & isabela,1
leliana x isabela,1
isabela /  leliana,1
isabela & leliana,1
Male Cousland / Male Amell,1
Female Tabris & Original Male Character,1
Female Inquisitor / Cullen Rutherford / Female Mage Warden,1
female inquisitior /  Sera,1
male inquisitor  /  Bull,1
Female Inquisitor / Leliana / Josephine Montilyet,1
Cullen Rutherford / Safrian Cardis,1
The Maker / Cullen,1
Bridger Lavellan / Arabella Lavellan,1
Lenya / Alistair,1
zevran / Male OC,1
Regalyan D'Marcall / Cassandra Pentaghast (implied),1
Loghain Mac Tir & Male Surana,1
Maurevar Carver & Malcolm Hawke,1
Tanis Half-Elven / Laurana Kanan,1
Tanis Half-Elven / Kitiara Uth-Matar,1
Julian Trevelyan / Armel Trevelyan,1
Male Lavellan / Cole (rape),1
Male Lavellan / Dorian Pavus (rape),1
Male Lavellan / Iron Bull (rape),1
Female Surana & Irving,1
Female Hawke / Canon Male Character(s),1
Brigid / Jeremy,1
Kate Daniels / Curran Lennart,1
Derek Gaunt / Julie Olsen,1
Implied Alistair / Female Tabris - Relationship,1
Inquisitor / Merrill,1
Fenris / Male Hawke (unrequited),1
Male Hawke / Anders (mention),1
Iron Bull / Lace Harding,1
leliana cousland,1
Carver Hawke / Female Surana / Alistair Theirin,1
Zevran Arainai / Vivienne,1
Lavellan & Corypheus,1
Past inquisitor / Blackwall,1
Dorian Pavus & Male Adaar,1
Fergus Cousland / Nathaniel Howe (past),1
hope / compassion,1
female rogue Trevelyan / Iron Bull,1
Female Hawke /  Male Hawke (You're not reading it wrong),1
Female Hawke /  Fenris (Implied),1
Male Hawke /  Isabela (Mentioned),1
Abelas / Female Mage Trevelyan,1
Higurashi Kagome / Fenris,1
dorian x bull,1
Hawke / Elgar'nan,1
Female Hawke / Elgar'nan,1
Sergeant Kylon / Female Amell,1
Female Inquisitor / Scout Harding,1
Female Cadash / Scout Harding,1
Lavellan  /  Cassandra Pentaghast,1
Lara Croft / Kurtis Trent,1
Solas / Male Original Character,1
Solas / Avaar,1
Alistair Theirin / Ayala Amell,1
Male Cadash / Iron Bull / Dorian Pavus,1
Female Mage Inquisitor / Crassius Servis,1
sans / OC,1
Sans (Undertale) / Female Rogue Trevelyan,1
Warden / Warden,1
Gorim Saelac & Warden,1
Cullen X Anders,1
background Cullen / m!Hawke,1
Fenris / Dagon Vashoth,1
Cullen Rutherford & Anora Mac Tir,1
Cullen / Warrior of Light,1
Franken!Solas / Lavellan,1
Male Hawke / Other Male Character,1
Dorian Pavus & OC,1
eventual Dorian Pavus / Original Male Character,1
Warden & Petra,1
Major Character / Minor Character,1
Raleigh Samson / Male Trevelyan,1
"Cremisius ""Krem"" Aclassi / Male Inquisitor / Dorian Pavus",1
Darcy Lewis / Wolverine / Deadpool,1
Ian Boothby / Darcy Lewis,1
Jane Foster / Tony Stark,1
"Agent ""Galaga"" / Darcy Lewis",1
Pepper Potts / Nick Fury,1
Phil Coulson / Darcy Lewis,1
Clint Barton / Jane Foster,1
Clint Barton / Darcy Lewis / Steve Rogers,1
"James ""Bucky"" Barnes / Steve Rogers / Natasha Romanov / Sam Wilson",1
Peggy Carter / Darcy Lewis,1
Fen'Harel / Cole,1
Female Inquisitor / Cullen Rutherford / Delrin Barris,1
Slight Carver / Merrill,1
Ser Gilmore / Original Character(s),1
morrigan / male warden (discussed),1
More pairings to be added - Relationship,1
Leliana / Jowan,1
Reader / ???,1
Commander Cullen /  Evelyn Trevelyan,1
Mia Rutherford / Jim,1
Cullen Rutherford / Alistair Theirin / Female Amell / Female Trevelyan,1
Dorian Pavus / Dorian Pavus,1
Cullen Rutherford / Amell,1
Carth Onasi / Revan,1
Female Amell / Male Brosca,1
Female Amell / Zevran Arainai / Male Brosca,1
Ser Gilmore / Nesiara,1
Jim / Female OC,1
Carver Hawke / Anora Mac Tir,1
Male Inquisitor /  Iron Bull,1
Tsukishima Kei / Yamaguchi Tadashi,1
Female Trevelyan / Calpernia,1
Male Inquisitor & Male Hawke & Male Warden,1
Surprise Pairings (because spoiling everything in the tags is lame),1
Alistair /  Female Warden,1
Female Mahariel / Loghain Mac Tir,1
Dorian Pavus / Morrigan,1
Diana (Wonder Woman) / Lois Lane,1
Bowser Koopa / Peach Toadstool,1
Lin Beifong / Toph Beifong,1
Serena Hawke / Sebastian Vael - Relationship,1
Thom Rainier / Female Inquisitor,1
Female Hawke / Isabela (hinted),1
Female Hawke / Anders (hinted),1
Wren x Cullen,1
Mentioned Leliana / Warden,1
Mentioned Celene / Briala,1
Ratonhnhaké:ton | Connor / Original Male Character(s),1
Female Adaar & Cullen Rutherford,1
carver hawke / felix alexius / dorian pavus,1
Dagon Vashoth / Fenris,1
male lavellan / fenris,1
Justice & Female Caron,1
Rose Lalonde / Kanaya Maryam,1
John Egbert / Vriska Serket,1
Terezi Pyrope / Karkat Vantas,1
Sans / Toriel,1
Alphys / Undyne,1
Betty / Ice King | Simon Petrikov,1
Finn the Human / Huntress Wizard,1
Jake the Dog / Lady Rainicorn,1
Connie Maheswaran / Steven Universe,1
Ruby / Sapphire,1
Krieg / Maya (Borderlands),1
Gortys / LoaderBot (Borderlands),1
Link / Midna (Legend of Zelda),1
Emiya Shirou / Saber,1
Akemi Homura / Kaname Madoka,1
Bethany Hawke / Jean-Marc Stroud,1
Male Qunari Inquisitor / Josephine,1
Female Warrior Adaar / Josephine Montilyet,1
female qunari / ambassador,1
Samson / Maddox,1
past Bull / Dorian,1
Male Inquisitor / Leliana (Implied),1
Male Hawke / Male Mahariel,1
Rogues / Daggers (multiple),1
is mentioned in passing,1
this story is really more about NPCs than named characters,1
Erin Trevelyan  /  Verrana Cousland,1
Male Mahariel & Leliana,1
Anders / Male Hawke (mentioned),1
Male Hawke / Isabella,1
Background Female Inquisitor / Cassandra Pentaghast,1
Loghain Mac Tir / Sigrun,1
Cullen Rutherford / Anders,1
Iron Bull|Solas,1
Cassandra Pentaghast / Abelas,1
Amell / Trevelyan,1
Sebastian Vael / Orana,1
Cullen Rutherford / Wren Trevelyan,1
Cullen / Wren,1
Background Dorian / Cullen - Relationship,1
Dad!Cullen / OC Child,1
OC / Hakkon,1
Viddasala / OC,1
Male Cousland / Morrigan (mentioned),1
Reference to Blackwall  /  Female Inquisitor,1
Everything but Solas / lavellan is minor,1
Evelyn Trevelyan - Relationship,1
The Randy Dowager / Original Female Character,1
Tyrdda Bright-Axe / Mythal,1
Sky Watcher & Zither (Dragon Age),1
Hall & Rion (Dragon Age),1
Zevran Arainai / Nathaniel Howe / Male Elf Warden (mentioned),1
Hawke / Isabela / Anders,1
Fenris / Female Hawke mentioned,1
Minor Anders / Female Lavellan,1
This was just a random thought,1
Im soery this is so bad,1
I havent written in so fucking long,1
And this was done on my phone,1
Im new to the fandom plz be nice,1
This is so bad lmao,1
Cullen / Delrin / Female Inquisitor,1
Cullen / Delrin / Female OC,1
Cullen / Delrin / You,1
Female Inquisitor / Delrin,1
Maric / Original Character,1
(Not the Inquisitor),1
(Not the F-Inquisitor),1
Niccolò Machiavelli / La Volpe,1
plus more - Relationship,1
it's the ot3 really,1
Pentilyavellan,1
OC / OC / OC,1
Male Inquisitor / Calpernia,1
zevran / ,1
Sebastian Vael / Chastity,1
Merrill / Josephine Montilyet,1
Isabela / Merrill / Josephine Montilyet,1
Female Inquisitor / Isabela / Josephine Montilyet,1
Robert Frobisher / Rufus Sixsmith,1
Sans / Female Rogue Trevelyan,1
Dagna / Female Inquisitor,1
past / implied Dorian / Iron Bull,1
Male Brosca / Sigrun,1
Oh man - Relationship,1
Lily / The Iron Bull,1
Lily / Zevran,1
Lily / Josephine,1
Pixie / Anders,1
Pixie / Fenris,1
maybe pixie gets some Cullen too?,1
Michael gets to touch some Fenny butt,1
is that a relationship? sure why not :D,1
Cassandra Pentaghast & Divine Justinia V,1
sebris - Relationship,1
Fenris / Panne (Velvet),1
Yarne / Noire | Chambray / Noir,1
Azur / Female Marc | Inigo / Female Morgan,1
Gerome / Lucina,1
Cullen Rutherford / ,1
past loghain / nathaniel's mother,1
Josephine Montilyet / Thom Rainier,1
Garrett Hawke / Fenris / Anders,1
Isala / Iron Bull,1
Male elf inquisitor / Hissrad,1
Cassandra Pentaghast / Isabela,1
minor Female Rogue Inquisitor / Josephine Montilyet,1
mentioned Alistair / Female Tabris,1
Inquisitor Adaar / Iron Bull,1
Asaara Adaar / Iron Bull,1
Fenris & Party Members,1
Female Trevelyan / Male Lavellan,1
Female Mage Trevelyan / Male Warrior Lavellan,1
Male Warrior Lavellan / Female Mage Trevelyan,1
Female Inquisitor / Non-Inquisitor Lavellan,1
Zevran Arainai / Marissa Hawke,1
Zevran / Hawke,1
Isala Shadow / Iron Bull,1
Cullen Rutherford / Isolde Trevelyan,1
Cadash x Adan,1
Cullen  / Amelia,1
elvenby / inquirer,1
dwarvenby / his writing,1
big oxman / darian puvas,1
Mary Morstan / John Watson,1
Sherlock Holmes & John Watson & Mary Morstan,1
Mystrade - Relationship,1
Cullen Rutherford / various women,1
Female Lavellan / Cassandra Pentaghast / Varric Tethras,1
Female Mage Trevelyan x Blackwall x Female Mage Trevelyan,1
Blackwall x Trevelyan,1
Female Inquisitor x Female Non-Inquisitor OC,1
Blackwall x female Trevelyan,1
Female Trevelyan x Blackwall x Female Trevelyan,1
Takeda Ittetsu / Ukai Keishin,1
Male Cousland /  Morrigan,1
Blackwall / Josephine Montilyet (Implied),1
Implied Female Hawke / Cullen,1
Elf / Human Relationship(s) - Relationship,1
not!Jethann / not!Orsino,1
mentions of not!Meredith / not!Orsino,1
Staff of Violation / not!Orsino / not!Jethann,1
more as i go on in the story,1
Alistair / Dalish Warden,1
Warden & Merrill,1
"Cremisius ""Krem"" Aclassi / Branson Rutherford",1
"Cremisius ""Krem"" Aclassi / Female Inquisitor / Lace Harding",1
Dorian Pavus / OMC,1
mentions f!Hawke / Isabela,1
Hawke Family - Relationship,1
Abelas / Original Male Character(s),1
Female Amell / Male Brosca / Zevran Arainai,1
Female Aeducan / Duncan,1
Male Brosca / Female Amell,1
Josephine Montilyet / Leliana (mentioned),1
queer platonic Hawke / Varric,1
Dennis the Elf / Manders the Mage,1
Female Inquisitor & Merrill,1
Lavellan / Bull,1
Fenris / unspecified,1
Female Inquisitor / Alistair,1
Cullen Rutherford & Leliana,1
Dagna (Dragon Age) / Varric Tethras,1
Bran Cavin / Female OC,1
Bran Cavin / Former Wife,1
Cullen Rutherford / Orlesian nobles,1
implied anders / nathaniel howe,1
(past tho - Hawke sort of dumped him after - well - you know),1
Carver Hawke / Mahariel,1
Clan siblings - Relationship,1
Lavellan Family,1
Julian Bashir / Elim Garak,1
The Bull / Inquistor is very much 'eventually',1
Ava Amell / Merrill,1
Original Character / Sera,1
Original Character / Female Warrior Lavellan,1
Female Lavellan / Female Lavellan / Merrill,1
m!Mahariel / f!Tabris,1
Cassandra Pentaghast / Josephine Montilyet / Leliana,1
Orignial Character / Original Character,1
Cullen Rutherford & Female Lavellan,1
Possible Lavellan / Abelas,1
Jacen Guerrin / Corram,1
Jacen Guerrin / Marguerite Guerrin,1
Marguerite Guerrin & Corram,1
Selma Mahariel / Merrill,1
Solas / Saber Pendragon,1
Morrigan (Dragon Age) / Original Character(s),1
Background Dorian / Iron Bull - Relationship,1
Background Zevran / F!Surana,1
Rhaella Amell / Teagan Guerrin,1
Original Character(s) / Sera,1
Original Character(s) / Sera / Female Inquisitor,1
Cassandra Pentaghast / Sky Watcher,1
Inkuudi Adaar / Sera,1
Implied Cassandra Pentaghast / Male Adaar,1
Dirthamen & Female Lavellan,1
Cullen Rutherford & OC,1
Baby Rutherford / Baby Theirin,1
background f!TrevelyanJosephine,1
Male Hawke / Danarius,1
Male Mage Hawke / Multi,1
Male Hawke /  Male Adaar (Platonic),1
Cassandra Pentaghast / Female Hawke / Varric Tethras,1
M!Lavellan / F!Lavellan,1
Female Amell / Female Cousland,1
Amell / Cousland,1
Josephine Montilyet / Female Inquisitor / Isabela,1
The Doctor / River Song,1
Anders & Female Aeducan,1
donna / solas,1
Benedict Cumberbatch / Solas,1
deadpool / eating babies,1
previous f!Lavellan / Isabela,1
Male Trevelyan / Male Trevelyan,1
LavellanxJosephine,1
Anders / Marian Hawke,1
Sten and Warden - Relationship,1
Pride / Female Lavellan,1
Fernis / Female Hawke / Anders,1
dorinaxiron bull,1
Blackwall / Female Cadash (Background),1
OC / Female Lavellan,1
background Alistair / Female Tabris,1
Cullen Rutherford /  Original Female Character,1
Cloud Strife & Spirit of Curiosity,1
dorian / bull,1
mentioned Bromance Dorian / Lavellan,1
Female Inquisitor / Leliana / Fictional Female Qunari,1
various and sundry relationships,1
Hinted Solas / Female Trevelyan,1
Marian Hawke / Varric Tethras - Relationship,1
(Briefly) Isabella /  Merrill,1
Loghain Mac Tir / Female Amell,1
Loghain Mac Tir / Lucretia Amell,1
Female Tabris & Female Cousland,1
Zevran / Original Female Character,1
"Cremisius ""Krem"" Aclassi / Maeveris Tilani",1
Cullen Rutherford / Non-Warden OC Cousland,1
Cr1TiKaL / Male Reader,1
Cr1TiKaL / Original Male Character(s),1
Link (Legend of Zelda) / Male Reader,1
Cr1TiKaL / Fenris (Dragon Age),1
Link (Legend of Zelda) / Original Male Character(s),1
Chantry Boy Sandwich,1
Cullistair-Trevelyan,1
CxTxA,1
implied Tamlen / Male Mahariel,1
Rylen / Cullen Rutherford,1
Iron Bull & the Qunari,1
Iron Bull & Tamassran,1
Male Hawke / Arishok / Male Qunari,1
Female Adaar / OC,1
Frederic of Serault / Bram Kenric,1
Bryant / Male Hawke,1
did i fukin get them all,1
Solas x Inqisitor,1
m!fenhawke,1
Dorian / Michael,1
Merrill / Velanna (secondary),1
Darktown Healer / Kirkwall Champion,1
Brief mentions of Leliana / Zevran,1
Implied Greagoir / Irving,1
Alistair / Sailor Moon,1
Dorian Pavus / Dog,1
King Alistair / Queen Elissa,1
Female Lavellan / Female Warden,1
female Lavellen / female Addar,1
sera / Female Lavellen /  Female Addar,1
Red Templar(s) / Red Templar(s),1
Solas / F!Lavellan,1
(Off screen) - Relationship,1
Female Tabris / Male Trevelyan,1
Bethany Hawke / Sebastian Vael (past),1
Iron Bull / Felix Alexius,1
Rhys / Adrian (Dragon Age),1
Fenris / Artemis Hawke,1
Anders / Cormac Hawke,1
implied Bethany / Isabela,1
mentioned Oghren / Felsi,1
DoriBull as Usagi / Mamoru,1
other shippings possible,1
Alistair / Female Brosa,1
Red Templars / Dorian Pavus,1
Blackwall / non-inquisitor healer,1
Cassandra x Leliana,1
CassLeli,1
LeliCass,1
Ambidextrous - Relationship,1
mentioned one sided Male Hawke / Anders,1
Jack | Subject Zero / Female Shepard,1
Miranda Lawson / Female Shepard,1
Female Cadash / Josephine Montilyet (mentioned),1
Dorian Pavus / Raleigh Samson,1
Dorian / Samson,1
Fenris / M!Hawke / Zevran Arainai,1
Percy Blakeney - Relationship,1
Dorian Pavus / Percy Blakeney,1
Lavellan / Tabris (mentioned),1
Dorian / Lavellan (mentioned),1
Cullen  / Demetra Trevelyan,1
Anders / Fenris / Isabela / Female Hawke,1
Bethany Hawke / Female Surana,1
Alistair / Fiona,1
Anders & Sebastian (Dragon Age),1
Zevran Arainai / Fenris / Female Hawke,1
slight Isabela / Merrill if you squint,1
Cole / Reader,1
Warden & Everyone,1
Former romantic couple,1
OFC - Relationship,1
possible Zevran / Mahariel,1
Original male character(s) & Original female character(s),1
Female Elf  /  Cullen Rutherford,1
Cillian Trevelyan / Atticus Trevelyan,1
Cillian Trevelyan / Qalaba Adaar,1
Cillian Trevelyan / Balthazar Trevelyan,1
Male Adaar / Lavellan,1
Isabela / Merrill (implied),1
Uldred & Original Male Character(s),1
Dorian Pavus / Male Trevelyan (mentioned),1
Ophelia Hawke / Sebastian Vael,1
Mention sera / dagna,1
Implied Female Hawke / Isabela - Relationship,1
Hawke / Companion,1
Male Hawke / Female Companion,1
Male Hawke / Female OC,1
Mentioned Hawke / Isabela,1
Mentioned Iron Bull / Companion,1
Cole / Barris,1
Cole / Iron Bull / Barris,1
hints of Isabela / Merrill,1
Mentions of Leliana / Female Warden,1
Dorian / male inquistior,1
Joseph Trevelyan / Dorian Pavus,1
Maxwell Trevelyan / Iron Bull,1
Trevelyan Brothers - Relationship,1
Hawke & everyone,1
Orsino / Hawke,1
Loghain Mac Tir / Female Caron,1
Leliana / Fiona,1
Iron Bull x Krem bromance,1
Josephine Montilyet / Female Cadash,1
Female Warden / Ser Gilmore,1
Nazah Adaar / The Iron Bull,1
Original Non-Inquisitor Lavellan /  Cullen Rutherford,1
Fergus Cousland / Female Hawke,1
past Male Inquisitor / Original Male Character(s),1
Others... - Relationship,1
Dorianders,1
Implied Bethany / Sebastian,1
Cousland / Tabris / Lavellan,1
The Iron Bull / Female Lavellan,1
The Iron Bull / Female Inquisitor,1
Minor Josephine Montilyet / Blackwall,1
Solas /  Female Dohvakiin,1
might be others later on,1
Jack Harkness / Zevran Arainai,1
F!Templar / M!Templar,1
Siany / Blackwall,1
Non inquisitor Mage healer Siany /  Blackwall,1
mentioned M!Hawke / Isabela,1
Unrequited Female Hawke / Anders (brief mention),1
Alistair /  Male Surana,1
Alistair Theirin /  Male Surana,1
Cullen Rutherford / Female Lavellan mentioned,1
Trevelyan /  OC,1
Anders / Dorian Pavus / Justice,1
Cole (Dragon Age) & Original Female Character,1
(offscreen) - Relationship,1
Sherlock Holmes & Original Male Character(s),1
John Watson & Original Male Character(s),1
Sherlock Holmes & Sally Donovan,1
Anderson & Sally Donovan,1
Male Mahariel / OC,1
Male Mahariel / Other(s),1
Male Mahariel / Original Male Character,1
Female Lavellan / Serana,1
Male Warden / Male Inquisitor,1
Male Cousland / Male Lavellan,1
Female Warden / Alistair Theirin,1
Kallian Tabris / Alistair Theirin,1
Solona Amell / Leliana,1
Duncan / Teagan Guerrin,1
Anders / Female Surana / Jowan,1
Dorian Pavus / multiple,1
Implied F!Lavellan / F!Trevelyan,1
Sovelyan - Relationship,1
"Kaaras ""Rama"" Adaar / Lavanor Lavellan",1
Adaar / Original Female Character(s),1
Female Inquisitor / Female Tabris,1
Alistair / Female Warden / Female Inquisitor,1
Alistair / Female Tabris / Female Inquisitor,1
Cassandra Pentaghast & Samson,1
"Cremisius ""Krem"" Aclassi / OC",1
Isabela / Fenris (implied),1
Artemesia Mahariel / Opal Tabris,1
Female Tabris / Female Mahariel,1
Sera / Red Jenny,1
Mostly past anyway,1
Cole / Non Inquistor OC,1
HOF / Cullen,1
Female Cadash / Male Adaar,1
Anders / Justice / Nathaniel Howe,1
Inquisitor Lavellan / Non-Inquisitor Lavellan,1
Zevran / Male Mahariel,1
Cullen and Dorian,1
Solas Romance - Relationship,1
Zevran Arainai / Isabela / Male Cousland,1
Cullen / Female Lavellan (background),1
Ihrá / Cullen Ruhtherford,1
Iron Bull / Various,1
Dorian / various,1
Knight-Captain Rylen / Trevelyan,1
Iron Bull / Male Dovahkiin | Dragonborn,1
Hadvar / Male Dovahkiin | Dragonborn,1
Red Jenny / Sera,1
Female Inquisitor / Blackwall - mentions,1
Female Lavellan / Iorveth,1
nathaniel / oc,1
Almost fenders,1
Flemeth / Viriann,1
Quroh / Viriann,1
Sebastian Vael / Cullen Rutherford / Dorian Pavus,1
Sten / Zevran,1
Alistair / Freyja Mahariel,1
Taethath / Solas,1
Lore Mahariel / Leliana,1
Female Trevelyan / Cullen Rutherford / Blackwall,1
Varric Tethras / Female Dwarf Warden,1
